"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Endothelial","log2fold_change","Auc"
"1477","RAMP2","hurdle",0,-2.262082,1.239432,3.501514,0.948
"1318","PECAM1","hurdle",0,-2.670718,1.01927,3.689988,0.936
"764","GNG11","hurdle",0,-2.152467,1.010306,3.162773,0.928
"576","ENG","hurdle",0,-2.330423,1.01566,3.346083,0.924
"1381","PLVAP","hurdle",0,-2.594677,1.292065,3.886742,0.921
"1738","SPARCL1","hurdle",1.91528673235281e-292,-0.4798733,1.7783961,2.2582694,0.918
"1535","RNASE1","hurdle",0,-2.35989,1.025147,3.385037,0.917
"2017","VWF","hurdle",0,-3.0236577,0.9516857,3.9753434,0.916
"570","EMCN","hurdle",0,-3.1133515,0.6808582,3.7942097,0.912
"671","FKBP1A","hurdle",0,-0.3699936,1.298563,1.6685566,0.909
"1","A2M","hurdle",1.3700314519664e-292,-1.377902,1.172501,2.550403,0.909
"56","ADGRL4","hurdle",0,-3.161508,0.5867684,3.7482764,0.901
"827","HLA-E","hurdle",7.83031285472279e-232,0.3452718,1.6276021,1.2823303,0.9
"1227","NPDC1","hurdle",5.87255369235095e-317,-0.8445605,1.0722235,1.916784,0.896
"877","IFITM3","hurdle",7.29030124698543e-211,0.5527115,1.8082044,1.2554929,0.896
"867","IFI27","hurdle",6.67413482843399e-247,-0.2027327,1.6778894,1.8806221,0.895
"546","EGFL7","hurdle",0,-2.503039,0.7511308,3.2541698,0.895
"122","AQP1","hurdle",0,-2.73708,1.047547,3.784627,0.893
"597","ESAM","hurdle",3.34177355438673e-289,-2.275762,0.674664,2.950426,0.888
"369","CLEC14A","hurdle",0,-3.0475184,0.6667295,3.7142479,0.887
"308","CD74","hurdle",8.70210396471348e-223,0.4143251,1.9951079,1.5807828,0.882
"886","IGFBP7","hurdle",1.79838850648952e-256,-0.05934401,1.95124655,2.01059056,0.881
"853","HSPG2","hurdle",1.01765769783243e-280,-2.3548742,0.6990009,3.0538751,0.88
"2010","VIM","hurdle",1.17559960408059e-186,0.7714818,2.0450228,1.273541,0.879
"1747","SPRY1","hurdle",6.57041640835103e-289,-2.0712063,0.9282263,2.9994326,0.873
"415","CRIP2","hurdle",6.38335311067859e-210,-0.2982278,1.1819967,1.4802245,0.87
"368","CLDN5","hurdle",0,-2.9491122,0.8918911,3.8410033,0.87
"303","CD34","hurdle",9.32631468882466e-294,-2.9060731,0.4514088,3.3574819,0.867
"885","IGFBP4","hurdle",4.16968139652542e-201,-0.2869828,1.4131344,1.7001172,0.865
"816","HLA-B","hurdle",1.05995449977673e-150,1.069373,1.90972,0.840347,0.861
"1853","TGFBR2","hurdle",5.67496702327476e-248,-2.0479394,0.5967232,2.6446626,0.86
"581","EPAS1","hurdle",3.03932282980076e-225,-1.712574,0.6657112,2.3782852,0.855
"311","CD93","hurdle",9.94811674827891e-298,-3.0175929,0.3209891,3.338582,0.855
"270","CAV1","hurdle",1.0279237673869e-212,-1.176029,1.083577,2.259606,0.855
"1874","TM4SF1","hurdle",4.51876117871872e-189,-0.5621502,1.2284377,1.7905879,0.851
"1283","PALMD","hurdle",1.66952716188924e-290,-2.791539,0.381017,3.172556,0.851
"1834","TCF4","hurdle",1.83906515750761e-211,-1.5895118,0.6946691,2.2841809,0.85
"815","HLA-A","hurdle",2.307590632866e-144,0.9291574,1.7780041,0.8488467,0.85
"1479","RAMP3","hurdle",3.00769466222162e-299,-2.8654848,0.5684166,3.4339014,0.848
"1455","PTRF","hurdle",3.59671287436069e-197,-1.1234779,0.8886214,2.0120993,0.844
"1021","LMCD1","hurdle",1.6312097867154e-215,-1.903346,0.472761,2.376107,0.837
"451","CXorf36","hurdle",3.75119791075326e-282,-3.192839,0.1424035,3.3352425,0.837
"462","CYYR1","hurdle",6.21869679551349e-286,-3.116381,0.1490175,3.2653985,0.832
"2002","VAMP5","hurdle",4.7906450362488e-192,-1.6135473,0.5292991,2.1428464,0.83
"247","CALCRL","hurdle",2.19402793143287e-224,-2.9934156,0.2005403,3.1939559,0.83
"786","GSN","hurdle",1.34904246118787e-163,-0.4357455,1.1828624,1.6186079,0.829
"825","HLA-DRB1","hurdle",5.21676909207512e-168,-0.3775998,1.3022139,1.6798137,0.828
"573","EMP1","hurdle",8.95967764018499e-186,-1.3663248,0.6475328,2.0138576,0.827
"1129","MMRN2","hurdle",3.51095588919875e-244,-3.15720048,-0.03185324,3.12534724,0.824
"1507","RBP7","hurdle",3.12620818320405e-249,-2.7710726,0.4076637,3.1787363,0.823
"1606","SDPR","hurdle",7.80909106856582e-240,-2.7796071,0.3379984,3.1176055,0.822
"1737","SPARC","hurdle",1.29098945438173e-179,-0.5816666,1.1779375,1.7596041,0.821
"1312","PDLIM1","hurdle",1.33978859505563e-176,-0.8111457,0.8615445,1.6726902,0.82
"924","ITM2B","hurdle",4.31756787344629e-124,0.7215454,1.4990798,0.7775344,0.818
"307","CD59","hurdle",4.26724852179652e-152,-0.1185735,1.0640401,1.1826136,0.818
"824","HLA-DRA","hurdle",5.37263872388675e-165,-0.4634976,1.2886063,1.7521039,0.817
"1750","SPTBN1","hurdle",3.93893023677134e-171,-1.6499549,0.3785085,2.0284634,0.816
"1725","SOCS3","hurdle",4.54167749091017e-162,-0.5801086,1.0335609,1.6136695,0.816
"935","JAM2","hurdle",1.22920208254343e-248,-3.05269241,0.04201495,3.09470736,0.816
"684","FLT1","hurdle",2.27606755955714e-237,-3.17849642,0.04481257,3.22330899,0.813
"25","ACKR1","hurdle",9.7497327174965e-298,-2.568632,1.190526,3.759158,0.813
"615","FABP4","hurdle",3.0331223324817e-208,-1.889135,1.074581,2.963716,0.812
"817","HLA-C","hurdle",2.41882185725716e-114,0.9718405,1.6867919,0.7149514,0.81
"284","CCDC85B","hurdle",3.99371103079856e-154,-0.8960137,0.6133379,1.5093516,0.81
"602","ETS2","hurdle",1.02100064955733e-174,-1.7026666,0.3993321,2.1019987,0.809
"735","GIMAP7","hurdle",7.08854911283955e-182,-1.981947,0.3752517,2.3571987,0.806
"1782","STOM","hurdle",2.05893494142434e-150,-1.1078287,0.5928011,1.7006298,0.805
"1092","MCTP1","hurdle",1.04889779333452e-219,-3.0444056,0.0670135,3.1114191,0.804
"876","IFITM2","hurdle",1.38771827339695e-121,0.3550323,1.3375434,0.9825111,0.803
"318","CDC37","hurdle",6.74495988968014e-143,-0.7597159,0.6132799,1.3729958,0.803
"1449","PTPRB","hurdle",2.21310339425682e-223,-3.2486507,-0.1404656,3.1081851,0.801
"130","ARHGAP29","hurdle",1.52110670604065e-140,-1.4992942,0.3338247,1.8331189,0.801
"1109","MGST2","hurdle",2.26527787902209e-165,-1.6258302,0.2623297,1.8881599,0.8
"864","ID1","hurdle",8.44850513721906e-176,-1.8814436,0.5580914,2.439535,0.8
"1237","NRN1","hurdle",6.84207269458743e-187,-2.8325747,-0.03800044,2.79457426,0.797
"820","HLA-DPA1","hurdle",3.5035616034817e-148,-0.7135789,0.9309843,1.6445632,0.794
"1963","TSPAN7","hurdle",3.81718417188885e-222,-3.18749744,-0.09413754,3.0933599,0.792
"998","LDB2","hurdle",9.398544535512e-163,-2.9110254,-0.1725065,2.7385189,0.791
"865","ID3","hurdle",1.17497568526871e-126,-0.664616,0.9418507,1.6064667,0.791
"1214","NNMT","hurdle",1.9386071982588e-139,-1.1232359,0.6837453,1.8069812,0.79
"327","CDH5","hurdle",4.70145451731838e-213,-3.2656014,-0.1411672,3.1244342,0.79
"1587","S1PR1","hurdle",4.55381527458027e-203,-2.94785444,-0.09218657,2.85566787,0.789
"1416","PRCP","hurdle",3.91048564590527e-174,-1.823795,0.4125031,2.2362981,0.789
"2036","YBX3","hurdle",7.3090210799061e-136,-1.1774955,0.5311776,1.7086731,0.788
"896","IL33","hurdle",2.54339813607388e-192,-2.835707509,0.005026518,2.840734027,0.787
"652","FCGRT","hurdle",2.62711569115165e-124,-0.8811426,0.5587412,1.4398838,0.787
"391","COL15A1","hurdle",1.66993438303553e-192,-2.7145496,0.1507364,2.865286,0.787
"49","ADCY4","hurdle",1.41854205826471e-177,-3.1388328,-0.2582384,2.8805944,0.786
"860","ICAM2","hurdle",1.00388779276543e-167,-2.5285034,0.0985381,2.6270415,0.785
"185","BCAM","hurdle",1.68058868925106e-109,-0.5192534,0.8300146,1.349268,0.785
"857","HYAL2","hurdle",7.19606001143855e-174,-2.4001697,0.1486944,2.5488641,0.783
"37","ADAM15","hurdle",3.24102034747872e-142,-1.5420187,0.3279324,1.8699511,0.782
"1192","NEDD9","hurdle",7.76500059213625e-140,-1.8432156,0.1670826,2.0102982,0.781
"1622","SEPW1","hurdle",1.54551725147294e-98,0.3203029,1.1708821,0.8505792,0.779
"1108","MGLL","hurdle",5.9428705321348e-138,-1.583602,0.3624058,1.9460078,0.779
"1061","MALL","hurdle",7.60414790144311e-177,-3.0379303,-0.2006225,2.8373078,0.779
"616","FABP5","hurdle",1.10950990249771e-144,-1.4620457,0.6517683,2.113814,0.779
"1645","SH3BP5","hurdle",7.07982783771065e-133,-1.836745,0.137522,1.974267,0.777
"2061","ZNF385D","hurdle",1.87244857364216e-206,-2.97089983,-0.04059107,2.93030876,0.775
"918","ITGA6","hurdle",4.97066309149366e-149,-2.283887756,-0.002026598,2.281861158,0.775
"564","ELK3","hurdle",6.86748419310252e-141,-2.587903,-0.1656783,2.4222247,0.775
"1160","MYH9","hurdle",6.35812728798193e-109,-0.7347689,0.5739987,1.3087676,0.773
"121","APP","hurdle",3.82454345674341e-98,-0.4514221,0.7211316,1.1725537,0.773
"821","HLA-DPB1","hurdle",3.14132685233838e-131,-0.6974684,0.8002848,1.4977532,0.772
"105","ANXA2","hurdle",6.27341081034113e-97,0.1382158,1.0527508,0.914535,0.77
"1012","LIMS2","hurdle",1.49253843789654e-129,-2.6644022,-0.2343726,2.4300296,0.769
"1238","NRP1","hurdle",1.00145385533731e-140,-2.5145373,-0.1421985,2.3723388,0.768
"732","GIMAP4","hurdle",4.45824619050499e-135,-2.17241255,-0.08794964,2.08446291,0.767
"44","ADAMTS9","hurdle",7.13834800918173e-184,-2.91582934,-0.06444948,2.85137986,0.766
"1679","SLC2A3","hurdle",1.04148789543417e-109,-0.8038987,0.6709378,1.4748365,0.765
"1379","PLSCR1","hurdle",1.23526217215087e-117,-1.5602168,0.1805895,1.7408063,0.765
"948","KCTD12","hurdle",2.06610536642587e-154,-2.546233152,-0.002957047,2.543276105,0.765
"875","IFITM1","hurdle",1.10342315309984e-105,-0.02387038,1.27508196,1.29895234,0.763
"826","HLA-DRB5","hurdle",5.95738623217161e-144,-1.0420612,0.5468048,1.588866,0.763
"453","CYB5R3","hurdle",9.55563228453572e-111,-1.063546,0.38845,1.451996,0.763
"1857","THBD","hurdle",3.76448534869014e-147,-2.66534998,-0.06543408,2.5999159,0.761
"897","IL3RA","hurdle",1.33240289679942e-180,-3.174901,-0.3510124,2.8238886,0.761
"805","HEG1","hurdle",1.73235217174142e-150,-2.7565786,-0.1948135,2.5617651,0.761
"39","ADAMTS1","hurdle",2.79957655868486e-122,-1.8577185,0.2607642,2.1184827,0.76
"1311","PDK4","hurdle",2.93706216648819e-103,-0.9172498,0.6647917,1.5820415,0.759
"1151","MTUS1","hurdle",5.49449739920159e-123,-1.9944698,-0.03826019,1.95620961,0.758
"754","GNAI2","hurdle",5.8877222858676e-113,-1.2535234,0.3003234,1.5538468,0.757
"593","ERG","hurdle",1.32531344323501e-161,-3.1858825,-0.4511093,2.7347732,0.756
"1797","SWAP70","hurdle",7.02990861873187e-117,-1.95806228,-0.06956307,1.88849921,0.755
"207","BST2","hurdle",1.49589315820013e-88,-0.2454058,0.8321523,1.0775581,0.755
"1862","TIE1","hurdle",5.49610811510461e-160,-3.2674216,-0.4723451,2.7950765,0.753
"1914","TNFRSF1A","hurdle",3.51730954891636e-100,-1.4331656,0.1160913,1.5492569,0.752
"1201","NFIB","hurdle",1.10741139768041e-106,-1.4588759,0.1066928,1.5655687,0.752
"304","CD36","hurdle",3.27771372001009e-161,-2.66872016,0.06376869,2.73248885,0.752
"790","GUK1","hurdle",1.75838967034974e-85,0.1721339,0.9679628,0.7958289,0.751
"1808","TACC1","hurdle",4.78046926877185e-96,-1.63953615,0.07947135,1.7190075,0.75
"1717","SNCG","hurdle",2.97814859599288e-117,-1.88251631,0.03154939,1.9140657,0.75
"348","CFI","hurdle",4.01286960985736e-118,-2.8350835,-0.4253362,2.4097473,0.748
"1187","NDRG1","hurdle",1.90017585616241e-101,-1.8923973,-0.0753182,1.8170791,0.746
"992","LAP3","hurdle",1.33662049485627e-100,-1.4371518,0.1718536,1.6090054,0.746
"923","ITM2A","hurdle",8.87236654318487e-102,-1.2569238,0.2809269,1.5378507,0.746
"1158","MYCT1","hurdle",3.48122679762347e-152,-3.2776829,-0.5619061,2.7157768,0.745
"322","CDC42EP3","hurdle",1.21714660783475e-94,-1.64454203,0.09481271,1.73935474,0.744
"1850","TFPI","hurdle",1.61627980630094e-98,-1.948902755,0.003631602,1.952534357,0.743
"1630","SERPINH1","hurdle",4.82473131251896e-92,-1.1564059,0.2815814,1.4379873,0.743
"1472","RAC1","hurdle",5.80016037011483e-76,0.1555251,0.9326105,0.7770854,0.743
"395","COL4A2","hurdle",1.6905682520066e-90,-1.91129704,0.06878398,1.98008102,0.742
"1755","SRP14","hurdle",2.97899611013493e-84,0.8365261,1.3780237,0.5414976,0.741
"271","CAV2","hurdle",7.56723182767506e-94,-2.1176118,-0.1898444,1.9277674,0.74
"1026","LPAR6","hurdle",6.82960927521145e-101,-2.3118569,-0.2414086,2.0704483,0.739
"302","CD320","hurdle",4.19273492746888e-109,-1.87073922,-0.06098228,1.80975694,0.739
"1142","MSN","hurdle",2.23367844711755e-83,-1.2490169,0.1710379,1.4200548,0.738
"1864","TIMP3","hurdle",3.33511003288394e-88,-0.6754471,0.6037354,1.2791825,0.737
"1419","PRKCDBP","hurdle",3.52872733460244e-87,-1.703662949,0.004152416,1.707815365,0.737
"2032","WWTR1","hurdle",2.4152872500324e-95,-2.2764077,-0.3177673,1.9586404,0.736
"1376","PLPP1","hurdle",4.49952043458064e-107,-1.844525,0.170655,2.01518,0.736
"971","KLF4","hurdle",3.43385938080458e-85,-0.6946179,0.5537446,1.2483625,0.736
"818","HLA-DMA","hurdle",1.20435784227377e-114,-1.53923283,0.08606331,1.62529614,0.736
"1511","RCN1","hurdle",1.46722399289154e-88,-1.40872375,0.01763197,1.42635572,0.735
"1001","LEPROT","hurdle",1.60351958208304e-87,-1.0500546,0.2171915,1.2672461,0.735
"536","ECE1","hurdle",2.45032913390129e-90,-2.0792107,-0.2511818,1.8280289,0.735
"1007","LIFR","hurdle",4.43851006151875e-137,-2.9097391,-0.3294271,2.580312,0.734
"120","APOLD1","hurdle",1.45283563456636e-114,-2.5680444,-0.2486159,2.3194285,0.734
"181","BACE2","hurdle",3.91641452922594e-105,-2.1465741,-0.2061949,1.9403792,0.733
"1246","NUAK1","hurdle",1.43639958075461e-121,-2.945822,-0.533636,2.412186,0.732
"380","CMIP","hurdle",1.02517849272961e-95,-2.4516407,-0.4379275,2.0137132,0.731
"1954","TSHZ2","hurdle",4.21424056430827e-97,-2.0755831,-0.2331966,1.8423865,0.73
"1860","THSD7A","hurdle",1.45833876187381e-151,-3.2472352,-0.5902672,2.656968,0.73
"1802","SYNE2","hurdle",2.23025593379495e-78,-1.26418375,0.07227483,1.33645858,0.73
"681","FLOT1","hurdle",2.1669717604828e-83,-0.8733962,0.2779775,1.1513737,0.73
"1732","SOX17","hurdle",9.04834756748841e-174,-3.2507314,-0.3698006,2.8809308,0.729
"1248","NUCB1","hurdle",6.04897488495527e-84,-1.1760635,0.1119726,1.2880361,0.729
"708","FXYD5","hurdle",1.27031786135674e-77,-0.1280612,0.7784064,0.9064676,0.729
"2035","YBX1","hurdle",2.36361920950438e-70,0.02266127,0.84647023,0.82380896,0.727
"1837","TCN2","hurdle",1.46312677078216e-111,-2.799872,-0.5276378,2.2722342,0.727
"1099","MEF2C","hurdle",2.9219662168126e-78,-1.9138924,-0.1973417,1.7165507,0.727
"618","FAM107A","hurdle",4.06317809886322e-142,-3.1846184,-0.5285209,2.6560975,0.726
"146","ARL4A","hurdle",4.17338398375414e-72,-1.49026958,0.009837982,1.500107562,0.726
"1865","TINAGL1","hurdle",1.70966772887857e-100,-1.6966669,-0.1168917,1.5797752,0.724
"1724","SOCS2","hurdle",9.71608462402318e-99,-2.2705508,-0.3596217,1.9109291,0.723
"1604","SDCBP","hurdle",2.89743770322524e-72,-0.4026352,0.5887944,0.9914296,0.723
"1912","TNFRSF10D","hurdle",3.67038852036271e-98,-2.7823712,-0.5120183,2.2703529,0.722
"1585","S100A10","hurdle",3.09905948348524e-69,0.4900127,1.2597325,0.7697198,0.722
"1512","RDX","hurdle",5.72554440548445e-82,-1.8054783,-0.1588996,1.6465787,0.722
"442","CTSC","hurdle",8.769355381938e-78,-1.38548685,0.09505956,1.48054641,0.722
"917","ITGA5","hurdle",8.50806166124903e-93,-2.7056056,-0.5644272,2.1411784,0.721
"526","DUSP23","hurdle",2.52545287721777e-97,-0.9076463,0.3815308,1.2891771,0.721
"1548","ROBO4","hurdle",5.5320547638834e-121,-3.2800825,-0.7685898,2.5114927,0.72
"1417","PREX2","hurdle",1.84448087647762e-113,-3.20936,-0.707996,2.501364,0.72
"704","FSCN1","hurdle",3.13427337477929e-81,-2.4791287,-0.4071918,2.0719369,0.72
"286","CCL14","hurdle",7.64672472811452e-152,-3.213975,-0.51909,2.694885,0.72
"1465","RAB11A","hurdle",9.97757278844522e-71,-0.7042554,0.3468933,1.0511487,0.719
"1459","PVRL2","hurdle",1.30460707828759e-68,-1.11894993,0.08642508,1.20537501,0.719
"1351","PKP4","hurdle",7.44401390982826e-100,-2.3841994,-0.4466802,1.9375192,0.719
"784","GRN","hurdle",9.85752626499493e-60,-0.7181338,0.2991965,1.0173303,0.718
"394","COL4A1","hurdle",4.73273771556531e-86,-2.0949237,-0.03748132,2.05744238,0.718
"866","IFI16","hurdle",3.35518292354038e-76,-0.8527483,0.2951258,1.1478741,0.717
"384","CNN3","hurdle",8.73545811767154e-71,-0.8401156,0.3122614,1.152377,0.717
"52","ADGRF5","hurdle",1.79018099972771e-101,-2.7163823,-0.4390918,2.2772905,0.717
"1586","S100A16","hurdle",2.35450770166551e-68,-0.8407783,0.2900343,1.1308126,0.716
"1468","RAB13","hurdle",7.61190420937431e-70,-0.5903086,0.4189908,1.0092994,0.716
"1161","MYL12A","hurdle",1.5799663259139e-57,0.6054563,1.1640053,0.558549,0.716
"631","FAM167B","hurdle",5.96417091095531e-139,-3.1947328,-0.6150405,2.5796923,0.716
"334","CDKN1A","hurdle",2.32178986378349e-63,-0.1678909,0.8771736,1.0450645,0.715
"2019","WASF2","hurdle",3.39167679638294e-72,-1.0226598,0.1378694,1.1605292,0.714
"859","ICAM1","hurdle",3.1886334654633e-76,-1.67357286,-0.07196629,1.60160657,0.714
"1650","SHC1","hurdle",5.57617591006169e-88,-2.0808003,-0.3511373,1.729663,0.713
"1473","RAI14","hurdle",6.88472866442811e-86,-2.6386916,-0.6044916,2.0342,0.713
"1388","PODXL","hurdle",8.15502806551072e-139,-2.9514771,-0.3814604,2.5700167,0.713
"1337","PIK3R3","hurdle",3.90968595445608e-89,-2.2950372,-0.4004351,1.8946021,0.713
"538","ECSCR.1","hurdle",2.10213840126734e-145,-3.2461971,-0.3976981,2.848499,0.713
"279","CCDC50","hurdle",7.08468661555393e-66,-1.9305176,-0.3308038,1.5997138,0.713
"1932","TPM3","hurdle",8.02287873225103e-62,-0.1920594,0.6345789,0.8266383,0.712
"1894","TMEM255B","hurdle",5.6333712970918e-112,-3.1933672,-0.7655587,2.4278085,0.712
"1866","TJP1","hurdle",4.6098584690729e-84,-2.1409242,-0.4125499,1.7283743,0.712
"938","KANK3","hurdle",7.03071933157881e-106,-3.0810556,-0.7023746,2.378681,0.712
"553","EID1","hurdle",4.11658367503809e-62,-0.2995022,0.5618306,0.8613328,0.712
"14","ABLIM1","hurdle",2.42209372489862e-77,-2.0054398,-0.3676005,1.6378393,0.712
"1623","SERBP1","hurdle",4.56050904852957e-64,-0.4309521,0.4518428,0.8827949,0.711
"1387","PNP","hurdle",1.45926396108172e-70,-1.956521,-0.3063324,1.6501886,0.711
"1223","NOTCH4","hurdle",2.29610631172418e-137,-3.1298852,-0.4822662,2.647619,0.71
"1608","SEC14L1","hurdle",4.8178870171363e-76,-1.9944215,-0.3513358,1.6430857,0.709
"1855","TGM2","hurdle",7.6951289989354e-102,-2.8464203,-0.5308858,2.3155345,0.708
"1002","LGALS3","hurdle",2.25403670006785e-55,-0.07151386,0.78869812,0.86021198,0.708
"1398","PPIC","hurdle",3.57924476400721e-66,-1.5265691,-0.1697391,1.35683,0.707
"545","EFNB2","hurdle",8.33260749858026e-112,-2.9490096,-0.5955589,2.3534507,0.707
"34","ACVRL1","hurdle",6.63476756196216e-85,-3.0203945,-0.7836268,2.2367677,0.707
"1041","LRRFIP1","hurdle",9.47018525926717e-58,-0.3583736,0.5083937,0.8667673,0.706
"2016","VWA1","hurdle",7.23894230915932e-100,-2.4163712,-0.3206069,2.0957643,0.705
"551","EHD4","hurdle",4.51841694911921e-75,-2.1010598,-0.3765024,1.7245574,0.705
"1509","RCAN1","hurdle",2.93122229636046e-87,-2.17035094,-0.04360002,2.12675092,0.704
"710","FZD4","hurdle",9.23431244382746e-81,-2.6593775,-0.6400832,2.0192943,0.704
"605","EVA1C","hurdle",8.59776401809772e-88,-2.6655989,-0.6485816,2.0170173,0.704
"169","ATP1A1","hurdle",6.59792714210953e-64,-0.7701956,0.2817168,1.0519124,0.704
"116","APLNR","hurdle",1.23294781803095e-129,-3.1271326,-0.5018073,2.6253253,0.704
"1791","SULF2","hurdle",1.95896240050225e-66,-2.4580413,-0.6383304,1.8197109,0.703
"1677","SLC29A1","hurdle",6.25628146134441e-72,-2.0178274,-0.3878277,1.6299997,0.703
"550","EHD2","hurdle",3.32734501010155e-56,-2.1195789,-0.4947981,1.6247808,0.703
"298","CD151","hurdle",8.6284140686889e-55,-0.3120202,0.5370371,0.8490573,0.703
"1599","SCARB1","hurdle",4.35823453924935e-121,-2.7933966,-0.4202528,2.3731438,0.702
"1265","OLFM1","hurdle",1.59767292780103e-103,-2.8264856,-0.5824939,2.2439917,0.702
"1854","TGFBR3","hurdle",1.27497068267102e-73,-2.4725892,-0.5597495,1.9128397,0.701
"1885","TMEM173","hurdle",3.2708125518276e-65,-1.8606425,-0.3674354,1.4932071,0.7
"1875","TM4SF18","hurdle",1.33198631626799e-98,-2.7866383,-0.5752531,2.2113852,0.699
"1384","PLXND1","hurdle",2.38984737780178e-71,-2.5791828,-0.6451748,1.934008,0.699
"433","CTGF","hurdle",3.50802540989355e-72,-1.3258149,0.1012314,1.4270463,0.699
"125","ARGLU1","hurdle",1.26799051247449e-50,-0.9327638,0.1116037,1.0443675,0.699
"1902","TMEM88","hurdle",3.43030733664947e-101,-3.1193327,-0.8081913,2.3111414,0.698
"1475","RALGAPA2","hurdle",5.12776370931905e-79,-2.7912396,-0.7336591,2.0575805,0.698
"823","HLA-DQB1","hurdle",8.36801557881095e-96,-1.38996891,-0.03042248,1.35954643,0.697
"1390","POLE4","hurdle",1.76056181860383e-63,-1.45559,-0.202976,1.252614,0.696
"1221","NOSTRIN","hurdle",3.65046562958169e-85,-2.4644887,-0.5840216,1.8804671,0.696
"906","INPP1","hurdle",2.10713727601033e-63,-2.5875093,-0.7357678,1.8517415,0.696
"443","CTSH","hurdle",7.9925872464858e-64,-1.571469,-0.179102,1.392367,0.696
"1890","TMEM204","hurdle",3.53247031867846e-65,-2.5445406,-0.6573874,1.8871532,0.695
"1288","PARVB","hurdle",2.49373961676863e-74,-2.5802673,-0.7501772,1.8300901,0.695
"774","GPR146","hurdle",3.14911310216114e-112,-3.1612455,-0.8011734,2.3600721,0.695
"660","FEZ2","hurdle",2.56122868269888e-67,-1.9308673,-0.4218513,1.509016,0.695
"577","ENPP2","hurdle",1.0910738555785e-109,-3.0290498,-0.5519109,2.4771389,0.695
"1048","LUZP1","hurdle",3.03225680083567e-57,-2.1148519,-0.5703917,1.5444602,0.694
"59","ADM5","hurdle",9.54118857237604e-136,-3.186162,-0.5588352,2.6273268,0.694
"1453","PTPRM","hurdle",1.00638163481207e-87,-2.9355872,-0.8043265,2.1312607,0.693
"99","ANKRD29","hurdle",2.36556751511798e-77,-2.6622969,-0.7250619,1.937235,0.693
"1629","SERPING1","hurdle",6.35037612538019e-84,-0.852757,0.1948643,1.0476213,0.692
"1438","PSMB9","hurdle",5.40127702960982e-71,-0.95870339,0.07440888,1.03311227,0.692
"1397","PPFIBP1","hurdle",7.24951283341978e-56,-2.1505393,-0.5618195,1.5887198,0.691
"757","GNAQ","hurdle",7.0180279169931e-68,-2.1140224,-0.5590993,1.5549231,0.691
"728","GFOD1","hurdle",7.04242769978907e-83,-2.8206642,-0.7680505,2.0526137,0.691
"373","CLIC2","hurdle",3.56095547066434e-78,-2.9172682,-0.9017713,2.0154969,0.691
"1529","RHOJ","hurdle",1.77865029226984e-80,-3.0338056,-0.8842328,2.1495728,0.69
"1436","PSMB8","hurdle",5.09071010830403e-59,-0.97059582,0.04427964,1.01487546,0.69
"539","EDN1","hurdle",5.57568437705831e-107,-2.7341013,-0.2154189,2.5186824,0.69
"1814","TAGLN2","hurdle",8.93244662110631e-45,0.491474,1.039196,0.547722,0.689
"1495","RASIP1","hurdle",1.18789604568645e-81,-2.984789,-0.874972,2.109817,0.689
"920","ITGB1","hurdle",1.36180271426968e-52,-0.4374212,0.4223919,0.8598131,0.689
"714","GABARAPL2","hurdle",1.6787721315549e-50,-0.4873263,0.3403453,0.8276716,0.689
"1961","TSPAN4","hurdle",1.81189392034296e-51,-1.7100601,-0.3262533,1.3838068,0.688
"1068","MAP3K11","hurdle",3.28670323946467e-56,-2.1590658,-0.5867461,1.5723197,0.688
"250","CALM1","hurdle",3.49248975458561e-45,0.537625,1.081872,0.544247,0.688
"152","ASAP1","hurdle",3.52598718010744e-58,-2.1050914,-0.5716222,1.5334692,0.688
"1933","TPM4","hurdle",6.18896557134959e-48,-0.1971234,0.5636118,0.7607352,0.687
"1456","PTTG1IP","hurdle",1.31850364461661e-50,-1.13640511,-0.09248617,1.04391894,0.687
"1186","NCOA7","hurdle",4.81551462499569e-55,-1.9797245,-0.3980734,1.5816511,0.687
"135","ARHGEF15","hurdle",1.83874682556829e-82,-3.260585,-1.036082,2.224503,0.687
"1290","PCAT19","hurdle",4.73625098868602e-101,-3.255798,-0.9539846,2.3018134,0.686
"969","KLF2","hurdle",4.6778204729347e-51,-1.1579076,0.1014849,1.2593925,0.686
"378","CLTA","hurdle",4.47313542532822e-45,-0.4482684,0.3449018,0.7931702,0.686
"1203","NFKBIA","hurdle",2.89545741441569e-39,0.6551966,1.22094,0.5657434,0.685
"200","BMPR2","hurdle",4.15240578564251e-63,-2.2163971,-0.5902168,1.6261803,0.685
"29","ACTN1","hurdle",5.61706111850652e-52,-1.03113589,0.03809178,1.06922767,0.684
"305","CD40","hurdle",1.42750450137595e-60,-2.4648654,-0.8033884,1.661477,0.683
"1992","UPP1","hurdle",7.00988568048418e-58,-2.2793164,-0.6129667,1.6663497,0.682
"1620","SEPN1","hurdle",2.28335485144439e-58,-2.5852839,-0.8181778,1.7671061,0.682
"1226","NPC2","hurdle",2.40658287957929e-45,-0.2718195,0.5518721,0.8236916,0.682
"734","GIMAP6","hurdle",1.03987124748984e-76,-2.9777707,-0.9729412,2.0048295,0.682
"566","ELMO1","hurdle",3.58743786994383e-52,-2.5907323,-0.8883133,1.702419,0.682
