"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.CAFs","log2fold_change","Auc"
"1452","WASF3","hurdle",0.00172925562139788,-3.109731,-2.575452,0.534279,0.524
"1395","TPCN1","hurdle",0.000352516531531217,-2.639326,-2.070034,0.569292,0.524
"1237","SMAD9","hurdle",0.000427785917240856,-2.920187,-2.365561,0.554626,0.524
"1110","RFTN2","hurdle",0.0167423402066298,-3.127532,-2.584014,0.543518,0.524
"1065","PTPN21","hurdle",0.000101135679097786,-3.072623,-2.529372,0.543251,0.524
"939","PCDHGC3","hurdle",0.00115289490412278,-3.234087,-2.67644,0.557647,0.524
"886","NR2C2","hurdle",0.00531290846292023,-2.821193,-2.321103,0.50009,0.524
"848","NAALAD2","hurdle",5.35019074522831e-08,-3.252863,-2.607945,0.644918,0.524
"576","HAS1","hurdle",1.25331080497427e-08,-3.271956,-2.530422,0.741534,0.524
"481","FHOD3","hurdle",0.00153715168875148,-3.156069,-2.546199,0.60987,0.524
"302","CORO2B","hurdle",4.73589220287989e-07,-3.301849,-2.724383,0.577466,0.524
"232","CEMIP","hurdle",4.41956120681552e-08,-3.290993,-2.683295,0.607698,0.524
"206","CCL19","hurdle",0.00448070967363915,-2.374817,-1.674852,0.699965,0.524
"201","CCDC144NL-AS1","hurdle",8.31131299003668e-07,-3.212715,-2.597099,0.615616,0.524
"180","C5orf42","hurdle",0.000215513305621812,-2.554159,-2.006862,0.547297,0.524
"156","C11orf95","hurdle",0.00240345050590792,-3.071087,-2.533235,0.537852,0.524
"68","AMPH","hurdle",1.60872690826676e-06,-3.232578,-2.629189,0.603389,0.524
"14","ACSS3","hurdle",1.76234630572182e-05,-3.121541,-2.546829,0.574712,0.524
"1296","STMN2","hurdle",2.62475284692814e-14,-3.319019,-2.632768,0.686251,0.523
"1280","SRRM3","hurdle",7.18731406909134e-05,-3.210025,-2.675669,0.534356,0.523
"1133","RP11-118A3.1","hurdle",0.000261903733055086,-3.316754,-2.81266,0.504094,0.523
"1036","PRKD1","hurdle",0.000227226146371103,-3.188807,-2.671971,0.516836,0.523
"1024","PRDM5","hurdle",0.00135158876704001,-3.186411,-2.673525,0.512886,0.523
"873","NHS","hurdle",0.000344227117019109,-3.06554,-2.508811,0.556729,0.523
"803","MIR503HG","hurdle",0.000716494302782796,-3.267379,-2.749719,0.51766,0.523
"438","F13A1","hurdle",0.000465785406679173,-3.148866,-2.541751,0.607115,0.523
"296","COLCA1","hurdle",0.000183449280503013,-3.270221,-2.639704,0.630517,0.523
"258","CKB","hurdle",0.000454395797737679,-2.152517,-1.630908,0.521609,0.523
"205","CCL11","hurdle",6.74571349352344e-12,-3.320217,-2.580827,0.73939,0.523
"184","CACHD1","hurdle",0.00225785912198794,-3.035414,-2.490088,0.545326,0.523
"37","ADH1C","hurdle",1.21334055256887e-10,-3.302453,-2.604487,0.697966,0.523
"26","ADAMTS9-AS2","hurdle",5.456490747943e-05,-2.925067,-2.277639,0.647428,0.523
"1021","PPRC1","hurdle",0.00239437174931197,-2.734637,-2.232636,0.502001,0.522
"958","PEG3","hurdle",3.05338903218205e-06,-3.169055,-2.588297,0.580758,0.522
"806","MLLT11","hurdle",0.000402376866698595,-3.013817,-2.40165,0.612167,0.522
"771","MAPRE3","hurdle",0.00253554596776378,-2.754528,-2.243473,0.511055,0.522
"656","JADE1","hurdle",9.81011312185681e-05,-2.350053,-1.768549,0.581504,0.522
"515","FZD8","hurdle",0.000126130441309722,-3.119634,-2.565873,0.553761,0.522
"244","CHI3L1","hurdle",0.000555512842643578,-2.908688,-2.217498,0.69119,0.522
"243","CHEK2","hurdle",0.00300760629300962,-3.048922,-2.54039,0.508532,0.522
"194","CASC15","hurdle",0.00023573286787696,-2.903193,-2.339709,0.563484,0.522
"163","C17orf51","hurdle",4.68677894787804e-08,-3.215183,-2.640831,0.574352,0.522
"1359","TMEM130","hurdle",5.8367585281278e-08,-3.295064,-2.735567,0.559497,0.521
"1144","RP5-1172A22.1","hurdle",4.5733415174632e-07,-3.318947,-2.781145,0.537802,0.521
"1022","PQLC2L","hurdle",1.7630152254931e-06,-3.282682,-2.706328,0.576354,0.521
"941","PCOLCE2","hurdle",3.36593513598336e-07,-3.309882,-2.715399,0.594483,0.521
"885","NPR3","hurdle",0.00225119553044393,-3.159566,-2.618057,0.541509,0.521
"690","LAMC3","hurdle",2.96918860613821e-09,-3.307857,-2.676823,0.631034,0.521
"339","CXCL1","hurdle",7.11621942649145e-05,-3.092121,-2.409329,0.682792,0.521
"327","CTB-92J24.3","hurdle",4.20772597313171e-13,-3.321928,-2.587326,0.734602,0.521
"137","BHLHE22","hurdle",4.34943565465774e-05,-3.267501,-2.701065,0.566436,0.521
"73","ANKAR","hurdle",0.00337569877527505,-2.903656,-2.369456,0.5342,0.521
"1498","ZNF618","hurdle",0.000898038739314282,-2.731216,-2.229187,0.502029,0.52
"1488","ZFYVE9","hurdle",4.37289962613822e-05,-2.96984,-2.440775,0.529065,0.52
"1419","TUBB3","hurdle",0.00193459593076163,-3.077867,-2.574502,0.503365,0.52
"1223","SLC38A5","hurdle",8.7665674414991e-05,-3.180254,-2.679487,0.500767,0.52
"808","MMP1","hurdle",3.60562741016404e-10,-3.279272,-2.256506,1.022766,0.52
"473","FGF10","hurdle",0.000379439246659709,-3.174582,-2.568627,0.605955,0.52
"92","APCDD1","hurdle",0.000202964209076833,-3.095081,-2.58388,0.511201,0.52
"1409","TSPAN11","hurdle",2.15734596179095e-05,-3.252751,-2.743324,0.509427,0.519
"728","LRFN5","hurdle",5.71011985913784e-10,-3.31297,-2.761905,0.551065,0.519
"520","GALNT15","hurdle",0.00267840005808544,-2.972008,-2.455821,0.516187,0.519
"516","GAL","hurdle",0.00076575732351942,-3.301775,-2.717998,0.583777,0.519
"409","EGFL6","hurdle",0.0296047208293935,-2.990355,-2.487717,0.502638,0.519
"377","DLK1","hurdle",4.95660031924075e-11,-3.305261,-2.555253,0.750008,0.519
"323","CST1","hurdle",3.71638715197364e-10,-3.289215,-2.162907,1.126308,0.519
"1476","ZBTB47","hurdle",1.04897251275217e-05,-3.197422,-2.580089,0.617333,0.518
"1246","SMPDL3A","hurdle",6.8985706739828e-06,-2.690912,-2.09088,0.600032,0.518
"1117","RIN1","hurdle",1.96423088515113e-05,-3.038836,-2.523973,0.514863,0.518
"28","ADAMTSL3","hurdle",1.13881745605248e-07,-3.282693,-2.741458,0.541235,0.518
"1219","SLC35G1","hurdle",1.44047817030256e-05,-3.231431,-2.708795,0.522636,0.517
"1164","SBF2","hurdle",9.88926277806487e-05,-2.302755,-1.802584,0.500171,0.517
"597","HPSE2","hurdle",5.15954494604238e-08,-3.311523,-2.769792,0.541731,0.517
"380","DNMBP","hurdle",0.000125252137176778,-3.027478,-2.498602,0.528876,0.517
"372","DIRAS3","hurdle",0.000410982700942862,-3.196398,-2.676743,0.519655,0.517
"341","CXCL11","hurdle",0.000641086250532662,-3.173623,-2.506298,0.667325,0.517
"1413","TTBK2","hurdle",0.000248017411263245,-2.760465,-2.224753,0.535712,0.516
"1412","TSPAN8","hurdle",0.000458626570610094,-3.17604,-2.624054,0.551986,0.516
"1170","SCG2","hurdle",2.64056318529173e-08,-3.300126,-2.682364,0.617762,0.516
"741","LRRN3","hurdle",1.19433949095048e-06,-3.296975,-2.733554,0.563421,0.516
"1350","TIMM21","hurdle",2.70690724480935e-05,-2.628949,-2.126121,0.502828,0.515
"463","FAXDC2","hurdle",6.83095689209091e-05,-2.956977,-2.451399,0.505578,0.515
"1008","PMEL","hurdle",3.77853456835899e-05,-3.243033,-2.725736,0.517297,0.511
