"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Cancer_Epithelial","log2fold_change","Auc"
"1023","GNPNAT1","hurdle",7.66219112811535e-20,-2.76075,-1.763022,0.997728,0.606
"970","GAA","hurdle",1.15859270715586e-07,-2.096022,-1.341574,0.754448,0.606
"939","FHIT","hurdle",8.78102324781739e-24,-2.71559,-1.59996,1.11563,0.606
"552","COMMD10","hurdle",3.2678669853409e-12,-2.125473,-1.437991,0.687482,0.606
"459","CEACAM6","hurdle",1.76539143075273e-83,-3.292938,-1.567763,1.725175,0.606
"402","CCDC125","hurdle",8.1225098478895e-14,-2.999026,-1.903564,1.095462,0.606
"229","BBC3","hurdle",9.41378793738058e-28,-2.752931,-1.65702,1.095911,0.606
"92","ALG8","hurdle",1.90979053474741e-16,-2.647298,-1.617617,1.029681,0.606
"34","ACLY","hurdle",2.49286611876142e-15,-2.374532,-1.487525,0.887007,0.606
"2575","TIFA","hurdle",1.02419620037745e-21,-2.315141,-1.438671,0.87647,0.605
"2483","STYXL1","hurdle",2.48283568911465e-11,-2.59955,-1.713775,0.885775,0.605
"2444","SREK1","hurdle",2.94375724638348e-09,-1.5202955,-0.9990648,0.5212307,0.605
"2120","RHPN1","hurdle",4.60767267081649e-25,-3.014914,-1.853877,1.161037,0.605
"2051","RAB3D","hurdle",1.30312961892402e-15,-2.84715,-1.772184,1.074966,0.605
"1970","PRPF19","hurdle",7.76712829236853e-12,-2.183294,-1.441427,0.741867,0.605
"1832","PEX7","hurdle",2.11383889983565e-18,-2.91231,-1.845937,1.066373,0.605
"1656","NDUFB6","hurdle",9.0534594967495e-18,-1.0440356,-0.5410885,0.5029471,0.605
"1492","MOSPD3","hurdle",6.27596760879227e-09,-2.438019,-1.589428,0.848591,0.605
"1436","MCUR1","hurdle",5.39558049119429e-10,-2.025721,-1.313356,0.712365,0.605
"1411","MALSU1","hurdle",3.23752925044957e-09,-1.973721,-1.313587,0.660134,0.605
"1265","KCNMA1","hurdle",6.19288833025075e-20,-2.842939,-1.730671,1.112268,0.605
"1263","KCNK15","hurdle",7.61637058317051e-36,-3.038339,-1.719029,1.31931,0.605
"1241","ISOC1","hurdle",4.85863921092439e-33,-2.355799,-1.281008,1.074791,0.605
"1222","IMPDH1","hurdle",8.66778680988797e-13,-2.224266,-1.407466,0.8168,0.605
"885","FAM120A","hurdle",4.12412332655867e-08,-1.666162,-1.063045,0.603117,0.605
"873","FAH","hurdle",1.90217110344095e-18,-2.798796,-1.758511,1.040285,0.605
"852","ERRFI1","hurdle",6.75562802488099e-13,-1.689046,-1.040599,0.648447,0.605
"842","ERBB4","hurdle",6.40110855697129e-23,-2.947901,-1.7312,1.216701,0.605
"741","DSG2","hurdle",1.53965191905705e-10,-2.572889,-1.653543,0.919346,0.605
"600","CRLS1","hurdle",1.34539053905509e-10,-2.406298,-1.609996,0.796302,0.605
"410","CCDC170","hurdle",8.70389478818548e-22,-2.981553,-1.802447,1.179106,0.605
"256","BMI1","hurdle",9.87710896656634e-18,-2.582212,-1.580221,1.001991,0.605
"173","ASPSCR1","hurdle",4.26178415146313e-15,-2.43004,-1.534548,0.895492,0.605
"126","APOO","hurdle",1.14070339045616e-09,-2.730352,-1.788056,0.942296,0.605
"86","ALDH6A1","hurdle",6.02675874184509e-08,-2.637151,-1.748922,0.888229,0.605
"2875","XAB2","hurdle",5.19396498545704e-11,-2.24321,-1.433676,0.809534,0.604
"2836","VKORC1","hurdle",2.67858335946981e-27,-1.834597,-1.104678,0.729919,0.604
"2736","TSG101","hurdle",1.42452017977885e-15,-1.790181,-1.155805,0.634376,0.604
"2582","TIMM8B","hurdle",4.89803714672713e-09,-1.534151,-1.012287,0.521864,0.604
"2502","SYCP2","hurdle",1.85588749741687e-21,-3.102927,-1.943868,1.159059,0.604
"2491","SUMF2","hurdle",3.77356483556384e-12,-1.563062,-1.028574,0.534488,0.604
"2195","RSBN1L","hurdle",3.88342847003114e-14,-1.5017926,-0.9800879,0.5217047,0.604
"2078","RALBP1","hurdle",1.50710096969488e-08,-1.682516,-1.100453,0.582063,0.604
"1908","POLB","hurdle",2.86980790107868e-14,-2.472954,-1.608544,0.86441,0.604
"1897","PMS2","hurdle",5.78369076267331e-23,-2.747004,-1.711185,1.035819,0.604
"1868","PIH1D1","hurdle",5.06227128214631e-12,-1.786079,-1.203789,0.58229,0.604
"1760","OSBPL1A","hurdle",2.76282157881829e-07,-1.891802,-1.212188,0.679614,0.604
"1629","NCBP2","hurdle",1.89036621068927e-12,-1.789023,-1.202285,0.586738,0.604
"1588","MUM1","hurdle",1.91220425718166e-07,-2.228207,-1.479314,0.748893,0.604
"1505","MRPL11","hurdle",1.08382955444349e-08,-1.669734,-1.117111,0.552623,0.604
"1467","MINOS1","hurdle",5.16916567755238e-25,-1.0052805,-0.4607861,0.5444944,0.604
"1399","LYRM5","hurdle",6.46739478590049e-09,-1.978826,-1.275305,0.703521,0.604
"1171","HSD17B4","hurdle",2.7649059542591e-06,-2.171243,-1.426862,0.744381,0.604
"1022","GNPAT","hurdle",8.31913219888049e-13,-2.357414,-1.54476,0.812654,0.604
"969","G6PC3","hurdle",4.07242399301498e-13,-2.183462,-1.392811,0.790651,0.604
"890","FAM136A","hurdle",3.23335848092549e-10,-2.296111,-1.568659,0.727452,0.604
"761","E4F1","hurdle",5.72886923530355e-17,-2.608084,-1.673494,0.93459,0.604
"530","CMPK1","hurdle",1.21709905713909e-15,-1.4474629,-0.9128928,0.5345701,0.604
"460","CEBPB","hurdle",1.38832564648827e-13,-1.2211536,-0.7091046,0.512049,0.604
"278","BSPRY","hurdle",3.25843169366086e-17,-3.062774,-1.972282,1.090492,0.604
"275","BROX","hurdle",6.45424709507976e-19,-2.253526,-1.463132,0.790394,0.604
"2833","VEZT","hurdle",1.07807495905781e-11,-1.992108,-1.324475,0.667633,0.603
"2803","UNC119","hurdle",1.83031316649977e-14,-2.326322,-1.615133,0.711189,0.603
"2624","TMEM150C","hurdle",5.56450294895131e-67,-2.648302,-1.253958,1.394344,0.603
"2559","TFG","hurdle",1.93697810388032e-08,-1.3526279,-0.8066265,0.5460014,0.603
"2544","TCTEX1D2","hurdle",1.5645710713249e-10,-2.86607,-1.853328,1.012742,0.603
"2317","SLC25A1","hurdle",2.53660941659867e-09,-2.017913,-1.317858,0.700055,0.603
"2275","SERTAD4","hurdle",2.45564257973744e-22,-2.936892,-1.8359,1.100992,0.603
"2097","RCOR3","hurdle",1.27014607377953e-18,-2.61891,-1.563029,1.055881,0.603
"2077","RALA","hurdle",2.59061148632021e-12,-1.523435,-1.000367,0.523068,0.603
"2007","PTPN18","hurdle",2.89431154520246e-08,-2.175166,-1.469957,0.705209,0.603
"1751","OGFOD3","hurdle",9.81808692856685e-08,-2.322031,-1.56986,0.752171,0.603
"1619","NARS","hurdle",2.55589440829946e-10,-1.834491,-1.247292,0.587199,0.603
"1562","MSRB1","hurdle",1.67907820228151e-12,-2.635971,-1.739763,0.896208,0.603
"1498","MPST","hurdle",9.08548664483294e-08,-2.251538,-1.486577,0.764961,0.603
"1192","IFNGR2","hurdle",3.79532470988776e-14,-1.5476155,-0.9708177,0.5767978,0.603
"1035","GPATCH2","hurdle",9.40454995310796e-11,-2.160245,-1.459967,0.700278,0.603
"887","FAM127B","hurdle",2.42574348748972e-08,-1.63932,-1.059772,0.579548,0.603
"817","ENOPH1","hurdle",9.24530714285013e-11,-2.197152,-1.462319,0.734833,0.603
"763","EBAG9","hurdle",3.89840003186332e-10,-2.119718,-1.372471,0.747247,0.603
"553","COMMD3","hurdle",1.18671277561141e-17,-2.118648,-1.367632,0.751016,0.603
"449","CDK16","hurdle",1.15035311309908e-12,-2.263725,-1.492142,0.771583,0.603
"401","CCDC124","hurdle",5.37878842489078e-15,-1.4744437,-0.9711204,0.5033233,0.603
"246","BDH1","hurdle",1.50560927701738e-21,-3.065888,-1.913594,1.152294,0.603
"216","B3GAT3","hurdle",3.66460967828292e-13,-1.873689,-1.203178,0.670511,0.603
"81","AKT1S1","hurdle",2.86796074054523e-06,-2.332138,-1.554339,0.777799,0.603
"69","AHCYL1","hurdle",3.16910726236603e-08,-1.832928,-1.20249,0.630438,0.603
"64","AGPAT2","hurdle",1.73708774543603e-08,-2.01928,-1.34272,0.67656,0.603
"61","AFTPH","hurdle",2.37983812278843e-07,-2.291483,-1.562198,0.729285,0.603
"2743","TSR3","hurdle",0.000134720145324818,-2.505938,-1.696129,0.809809,0.602
"2643","TMEM251","hurdle",5.51125547741183e-17,-2.75982,-1.770199,0.989621,0.602
"2375","SMARCE1","hurdle",6.65536246371771e-13,-1.5394109,-0.9838568,0.5555541,0.602
"2365","SLC9A3R2","hurdle",8.17003533403275e-31,-1.743712,-1.184749,0.558963,0.602
"2340","SLC35B1","hurdle",2.58056706077606e-10,-2.099723,-1.403676,0.696047,0.602
"2246","SDCCAG8","hurdle",7.87493493390348e-06,-1.984865,-1.326047,0.658818,0.602
"2224","SCAMP4","hurdle",5.22478158467798e-10,-2.207664,-1.535061,0.672603,0.602
"2115","RHOBTB3","hurdle",3.73040999585654e-20,-2.060164,-1.226152,0.834012,0.602
"1396","LYPLAL1","hurdle",2.38568351783154e-09,-2.328519,-1.562756,0.765763,0.602
"1085","HADH","hurdle",8.26984342679706e-07,-2.245125,-1.492269,0.752856,0.602
"1072","GTF3C6","hurdle",4.59333051876966e-14,-1.4329916,-0.9209849,0.5120067,0.602
"1047","GRB2","hurdle",7.10283623562752e-22,-1.3464883,-0.7947949,0.5516934,0.602
"889","FAM134B","hurdle",4.60692025555131e-15,-2.868379,-1.789366,1.079013,0.602
"793","EIF2S2","hurdle",4.91394783758636e-21,-1.0957914,-0.5423569,0.5534345,0.602
"753","DYNC1I2","hurdle",7.13563484775992e-11,-1.4823371,-0.9284336,0.5539035,0.602
"669","DCAF8","hurdle",1.00736551379993e-11,-2.12195,-1.425226,0.696724,0.602
"592","CREB3","hurdle",2.62451260489474e-10,-2.056044,-1.367328,0.688716,0.602
"570","COQ7","hurdle",2.01817453187059e-09,-2.326754,-1.643556,0.683198,0.602
"475","CFB","hurdle",1.70811642331551e-26,-2.731095,-1.585646,1.145449,0.602
"301","C16orf72","hurdle",4.51534396630373e-14,-1.822877,-1.23689,0.585987,0.602
"2898","ZC3H11A","hurdle",1.8804658636604e-14,-1.565216,-1.047492,0.517724,0.601
"2880","YIPF1","hurdle",3.60726075958826e-10,-2.619001,-1.720973,0.898028,0.601
"2855","WBSCR27","hurdle",7.86891742801774e-19,-3.177874,-2.010614,1.16726,0.601
"2850","VTI1B","hurdle",9.1942509781613e-10,-1.75978,-1.197903,0.561877,0.601
"2739","TSPAN1","hurdle",2.88807755708959e-42,-2.951963,-1.658601,1.293362,0.601
"2572","THUMPD1","hurdle",3.68618944181914e-11,-1.774877,-1.225191,0.549686,0.601
"2497","SUSD3","hurdle",1.14672718225003e-32,-2.596915,-1.313798,1.283117,0.601
"2390","SMUG1","hurdle",2.87433956832632e-07,-2.666653,-1.825517,0.841136,0.601
"1874","PIP5K1A","hurdle",2.60214576170817e-22,-2.525426,-1.568578,0.956848,0.601
"1846","PHF14","hurdle",1.13286077720536e-08,-1.632757,-1.050856,0.581901,0.601
"1837","PGAP2","hurdle",2.83990622591836e-12,-2.839617,-1.867863,0.971754,0.601
"1835","PFDN6","hurdle",2.20338304647355e-10,-2.121911,-1.402207,0.719704,0.601
"1820","PEMT","hurdle",1.05925252119739e-07,-2.267211,-1.535937,0.731274,0.601
"1506","MRPL12","hurdle",3.42861173651219e-38,-2.492621,-1.318548,1.174073,0.601
"1246","ITPA","hurdle",7.36846516063898e-07,-1.852558,-1.25226,0.600298,0.601
"1147","HNRNPU-AS1","hurdle",2.21928073212506e-13,-2.237189,-1.421898,0.815291,0.601
"991","GEMIN7","hurdle",2.13016081129357e-19,-2.919284,-1.835102,1.084182,0.601
"880","FAM104B","hurdle",3.75323392381256e-11,-2.532324,-1.67319,0.859134,0.601
"770","ECHDC2","hurdle",8.56332942513004e-08,-1.753926,-1.164002,0.589924,0.601
"631","CTSF","hurdle",1.56274870353987e-14,-1.691038,-1.119253,0.571785,0.601
"608","CSNK2B","hurdle",1.81653565655027e-25,-1.724139,-1.040557,0.683582,0.601
"516","CLIC3","hurdle",3.44461093618708e-38,-2.69441,-1.5122,1.18221,0.601
"320","C1orf27","hurdle",5.02725441994202e-08,-2.340568,-1.573042,0.767526,0.601
"73","AK2","hurdle",7.18781724282198e-08,-1.4656615,-0.9210592,0.5446023,0.601
"15","ABHD14B","hurdle",2.67488661105788e-10,-1.4841802,-0.9756268,0.5085534,0.601
"2896","ZBTB7B","hurdle",2.32892191578075e-23,-2.812714,-1.750244,1.06247,0.6
"2859","WDR45B","hurdle",1.34019487512768e-06,-1.904987,-1.292543,0.612444,0.6
"2529","TBL1XR1","hurdle",3.54506678973749e-07,-1.701524,-1.132644,0.56888,0.6
"2473","STK16","hurdle",3.01569419615307e-11,-2.411504,-1.660247,0.751257,0.6
"2470","STEAP1","hurdle",1.9819502431806e-29,-2.76443,-1.614936,1.149494,0.6
"2354","SLC39A7","hurdle",5.12270496067777e-08,-1.998053,-1.320422,0.677631,0.6
"2189","RPS6KB2","hurdle",2.13329063689102e-06,-2.226849,-1.560776,0.666073,0.6
"1830","PEX19","hurdle",7.85489601843886e-07,-2.586972,-1.749105,0.837867,0.6
"1720","NSUN5","hurdle",1.22661368031662e-10,-2.569567,-1.73595,0.833617,0.6
"1608","NAA10","hurdle",1.13285543375406e-19,-1.83993,-1.159331,0.680599,0.6
"1515","MRPL23","hurdle",3.54703151487033e-09,-2.525842,-1.61802,0.907822,0.6
"1402","MACROD1","hurdle",3.66234090851052e-09,-2.50748,-1.683437,0.824043,0.6
"1345","LINC00998","hurdle",7.83361901991649e-09,-1.929692,-1.33005,0.599642,0.6
"1237","IRX2","hurdle",3.65841422026668e-51,-2.619119,-1.297015,1.322104,0.6
"1227","INO80E","hurdle",9.39094727792301e-09,-1.914097,-1.318843,0.595254,0.6
"1219","IMP4","hurdle",3.46414304699293e-10,-1.922508,-1.319516,0.602992,0.6
"1057","GRTP1","hurdle",2.61993758505525e-19,-3.034019,-1.907739,1.12628,0.6
"994","GFM1","hurdle",1.13944058086079e-09,-2.41794,-1.611624,0.806316,0.6
"884","FAM114A1","hurdle",2.67934875973248e-11,-1.989948,-1.326243,0.663705,0.6
"647","CYBRD1","hurdle",1.15544895871602e-25,-1.7564036,-0.9566547,0.7997489,0.6
"398","CBX4","hurdle",4.06148118631054e-16,-2.275224,-1.481213,0.794011,0.6
"368","CACUL1","hurdle",6.74497971843544e-07,-2.028784,-1.348992,0.679792,0.6
"243","BCL3","hurdle",3.22180682625066e-21,-1.93861,-1.14944,0.78917,0.6
"141","ARHGAP32","hurdle",3.11206435586173e-17,-2.891104,-1.804086,1.087018,0.6
"60","AFMID","hurdle",1.43043626056162e-12,-2.551189,-1.658353,0.892836,0.6
"46","ACTL6A","hurdle",2.54013178758375e-08,-2.211481,-1.479708,0.731773,0.6
"36","ACOT8","hurdle",1.42269032034561e-06,-2.544537,-1.731281,0.813256,0.6
"2754","TUBG1","hurdle",4.62740431866924e-10,-2.66365,-1.723013,0.940637,0.599
"2431","SPOPL","hurdle",8.52029098809663e-16,-2.698038,-1.752755,0.945283,0.599
"2121","RHPN2","hurdle",8.4699487160539e-23,-3.05876,-1.924635,1.134125,0.599
"1955","PRCC","hurdle",7.96522903214542e-11,-2.124807,-1.465741,0.659066,0.599
"1853","PHOSPHO2","hurdle",7.30730558871285e-16,-2.971099,-1.929343,1.041756,0.599
"1834","PFDN4","hurdle",1.41297979596136e-12,-1.661091,-1.159884,0.501207,0.599
"1603","MZT1","hurdle",3.24457368000477e-10,-2.247062,-1.557695,0.689367,0.599
"1557","MS4A7","hurdle",3.3848957577962e-35,-2.268444,-1.041664,1.22678,0.599
"1441","MED19","hurdle",8.36442682749309e-09,-1.955864,-1.342169,0.613695,0.599
"888","FAM134A","hurdle",4.48848354520426e-06,-2.333776,-1.601637,0.732139,0.599
"801","ELAVL1","hurdle",3.74013698336952e-08,-1.66464,-1.139649,0.524991,0.599
"769","ECH1","hurdle",1.18494729995493e-12,-1.4784004,-0.8600563,0.6183441,0.599
"768","EBPL","hurdle",4.51436778944206e-07,-1.732542,-1.154381,0.578161,0.599
"564","COPS5","hurdle",4.36752543614962e-13,-1.58935,-1.042655,0.546695,0.599
"510","CLDN12","hurdle",3.33559215148847e-15,-3.045388,-2.02372,1.021668,0.599
"335","C4orf32","hurdle",1.9954108843439e-09,-1.820212,-1.148571,0.671641,0.599
"2862","WDR61","hurdle",5.44195812336346e-12,-1.755569,-1.189106,0.566463,0.598
"2594","TM9SF3","hurdle",8.61493501809479e-10,-1.744453,-1.178374,0.566079,0.598
"2556","TFB2M","hurdle",5.62022508682449e-17,-2.738392,-1.79972,0.938672,0.598
"2455","SSH3","hurdle",5.62830838434213e-14,-2.771646,-1.777328,0.994318,0.598
"2206","RUVBL2","hurdle",6.76785878589526e-10,-2.164312,-1.379567,0.784745,0.598
"2203","RUNDC1","hurdle",6.76281085471102e-10,-2.733986,-1.840526,0.89346,0.598
"2095","RC3H1","hurdle",4.65754689806352e-29,-2.084212,-1.265826,0.818386,0.598
"2061","RAB9A","hurdle",4.82682380241907e-18,-1.82292,-1.291625,0.531295,0.598
"1807","PDCD10","hurdle",3.40818399800952e-07,-1.449156,-0.9483843,0.5007717,0.598
"1800","PCM1","hurdle",3.98239287172101e-15,-1.2686152,-0.7640135,0.5046017,0.598
"1759","ORMDL3","hurdle",1.03674010533287e-10,-2.363255,-1.647905,0.71535,0.598
"1707","NPW","hurdle",2.58314298976313e-77,-3.278748,-1.373241,1.905507,0.598
"1483","MMAB","hurdle",4.63887653647344e-13,-2.433153,-1.622913,0.81024,0.598
"1326","LDLR","hurdle",2.52686337170201e-25,-2.000954,-1.164321,0.836633,0.598
"1298","KLHL35","hurdle",4.62817310918396e-19,-3.096016,-1.960434,1.135582,0.598
"1199","IFT27","hurdle",5.70433515693397e-09,-2.315976,-1.597262,0.718714,0.598
"976","GALNT3","hurdle",1.03734953379945e-26,-2.891467,-1.730077,1.16139,0.598
"816","ENDOV","hurdle",1.77185685542149e-10,-2.517841,-1.686539,0.831302,0.598
"549","COG7","hurdle",1.27138814465608e-08,-2.707686,-1.803998,0.903688,0.598
"494","CHMP4C","hurdle",8.37012191210258e-14,-2.956556,-1.948292,1.008264,0.598
"451","CDK5","hurdle",1.63648681869856e-13,-2.768662,-1.883262,0.8854,0.598
"236","BCAT2","hurdle",1.69226942213637e-12,-2.585399,-1.688617,0.896782,0.598
"63","AGGF1","hurdle",3.29838379253438e-12,-2.022233,-1.406976,0.615257,0.598
"2704","TPRKB","hurdle",2.93730986043939e-11,-1.775028,-1.227234,0.547794,0.597
"2323","SLC25A29","hurdle",1.22790080154839e-17,-2.887925,-1.817376,1.070549,0.597
"1966","PRKAR2B","hurdle",4.86620064351402e-38,-3.097263,-1.79855,1.298713,0.597
"1964","PRKAG2-AS1","hurdle",4.45176473634313e-18,-2.831662,-1.850308,0.981354,0.597
"1850","PHKG2","hurdle",5.89016919995602e-11,-2.572204,-1.735462,0.836742,0.597
"1645","NDUFA8","hurdle",4.33519281436084e-18,-1.545583,-1.009321,0.536262,0.597
"1644","NDUFA7","hurdle",7.81222731073728e-13,-2.804406,-1.871563,0.932843,0.597
"1522","MRPL37","hurdle",6.79501694346414e-05,-2.101525,-1.469098,0.632427,0.597
"1285","KIF16B","hurdle",3.03259238347225e-09,-2.515788,-1.669489,0.846299,0.597
"1231","IPO7","hurdle",2.02484801080447e-07,-1.949665,-1.35361,0.596055,0.597
"754","DYNC2LI1","hurdle",9.50849002003312e-06,-2.547661,-1.764562,0.783099,0.597
"597","CRELD2","hurdle",1.34003191186284e-05,-1.974518,-1.388755,0.585763,0.597
"461","CEBPZOS","hurdle",6.12710486426681e-11,-2.03394,-1.403517,0.630423,0.597
"355","C8orf82","hurdle",2.10934222980684e-16,-2.762385,-1.758824,1.003561,0.597
"118","AP4M1","hurdle",3.06811311750721e-10,-2.725629,-1.861189,0.86444,0.597
"35","ACOT4","hurdle",6.06857014827216e-25,-3.195644,-2.041723,1.153921,0.597
"2861","WDR60","hurdle",1.07717622788612e-07,-2.135123,-1.542293,0.59283,0.596
"2686","TOLLIP","hurdle",1.1122142554931e-09,-2.297266,-1.567266,0.73,0.596
"2613","TMEM126A","hurdle",1.19275840345955e-10,-1.802119,-1.298904,0.503215,0.596
"2605","TMED7","hurdle",7.10844032289978e-09,-2.272314,-1.552611,0.719703,0.596
"2463","ST3GAL4","hurdle",7.93619810228559e-08,-2.645153,-1.840422,0.804731,0.596
"2372","SMARCA4","hurdle",1.46002491268698e-05,-1.975895,-1.396805,0.57909,0.596
"2092","RBFA","hurdle",2.46077559653166e-07,-2.308097,-1.622789,0.685308,0.596
"2090","RBBP7","hurdle",2.22727959229376e-11,-1.568622,-1.046528,0.522094,0.596
"2060","RAB8A","hurdle",1.27060060180956e-12,-1.817491,-1.242982,0.574509,0.596
"2031","PYM1","hurdle",2.059546525181e-08,-2.4008,-1.679398,0.721402,0.596
"1987","PSD3","hurdle",2.03161092889016e-44,-2.986745,-1.57831,1.408435,0.596
"1856","PIAS3","hurdle",4.72708537316993e-12,-2.662702,-1.711987,0.950715,0.596
"1694","NOC2L","hurdle",7.09968874541369e-07,-2.147098,-1.49648,0.650618,0.596
"1511","MRPL19","hurdle",2.13342073934499e-07,-2.305945,-1.600808,0.705137,0.596
"1391","LY6K","hurdle",4.58232230761092e-34,-2.948696,-1.728062,1.220634,0.596
"1329","LDOC1","hurdle",1.81548635247219e-18,-2.170388,-1.321736,0.848652,0.596
"1095","HDHD3","hurdle",2.83252748207326e-09,-2.581565,-1.724272,0.857293,0.596
"1091","HDDC2","hurdle",1.44826796135375e-14,-1.804991,-1.278477,0.526514,0.596
"984","GCAT","hurdle",9.53467062402428e-09,-2.913077,-2.004689,0.908388,0.596
"603","CROT","hurdle",1.04447325700542e-30,-2.814365,-1.586736,1.227629,0.596
"593","CREB3L1","hurdle",5.9543700904865e-32,-2.78283,-1.617046,1.165784,0.596
"550","COIL","hurdle",1.34749295234364e-13,-2.382046,-1.59533,0.786716,0.596
"455","CDKN2AIPNL","hurdle",3.85638176365004e-10,-2.459264,-1.696755,0.762509,0.596
"90","ALG3","hurdle",6.53134362579032e-10,-2.275178,-1.565715,0.709463,0.596
"43","ACSF2","hurdle",4.03629711497334e-24,-2.883378,-1.820683,1.062695,0.596
"5","AAMP","hurdle",3.75918359543439e-12,-1.621124,-1.107017,0.514107,0.596
"2909","ZFYVE21","hurdle",0.000149271742557059,-1.72737,-1.163713,0.563657,0.595
"2908","ZFPL1","hurdle",1.56373875397336e-06,-2.301557,-1.619164,0.682393,0.595
"2818","UROS","hurdle",5.89849328617815e-05,-2.134074,-1.555609,0.578465,0.595
"2697","TP53I13","hurdle",7.14218553674582e-06,-2.043514,-1.435038,0.608476,0.595
"2587","TKFC","hurdle",2.01630185099125e-07,-2.79333,-1.933893,0.859437,0.595
"2408","SNX4","hurdle",3.43668368888479e-10,-2.465834,-1.666344,0.79949,0.595
"2335","SLC2A4RG","hurdle",1.56569544851196e-09,-2.437631,-1.691373,0.746258,0.595
"2333","SLC2A1","hurdle",1.26112450539991e-08,-2.836638,-1.900537,0.936101,0.595
"1996","PSMG4","hurdle",6.77861429724468e-07,-2.161227,-1.529926,0.631301,0.595
"1829","PEX16","hurdle",2.69082813366415e-07,-2.321573,-1.663155,0.658418,0.595
"1802","PCNA","hurdle",1.56412343248982e-07,-1.98709,-1.339226,0.647864,0.595
"1722","NT5C3B","hurdle",7.15549297769493e-09,-2.025791,-1.431838,0.593953,0.595
"1348","LINC01184","hurdle",9.22749594449204e-11,-2.557234,-1.724653,0.832581,0.595
"1217","IMMP1L","hurdle",1.3167319089713e-10,-2.502793,-1.694595,0.808198,0.595
"1106","HIGD1A","hurdle",2.95754923109131e-21,-2.095997,-1.327574,0.768423,0.595
"1076","GUSB","hurdle",6.21734827046331e-08,-1.932392,-1.300502,0.63189,0.595
"1066","GSTZ1","hurdle",3.18597650286328e-08,-2.59011,-1.782281,0.807829,0.595
"1018","GMPPB","hurdle",8.841686748121e-15,-2.604339,-1.681325,0.923014,0.595
"805","ELOF1","hurdle",5.24476017171553e-06,-2.097409,-1.508275,0.589134,0.595
"800","EIF6","hurdle",8.75717707370535e-19,-1.1714663,-0.6701488,0.5013175,0.595
"783","EGLN2","hurdle",2.49499209241874e-17,-2.413278,-1.531399,0.881879,0.595
"782","EFNA4","hurdle",1.8646244111653e-19,-2.909476,-1.7992,1.110276,0.595
"561","COPG1","hurdle",1.86141821650805e-10,-2.28678,-1.524636,0.762144,0.595
"413","CCDC24","hurdle",4.36871665067734e-24,-3.034518,-1.893792,1.140726,0.595
"111","AP1AR","hurdle",3.55756167258655e-20,-2.737982,-1.74358,0.994402,0.595
"2928","ZNF32","hurdle",0.000299375332741139,-2.117496,-1.522124,0.595372,0.594
"2915","ZMYND8","hurdle",1.69186208337114e-13,-2.474529,-1.656481,0.818048,0.594
"2901","ZDHHC16","hurdle",4.71157800922814e-07,-2.611354,-1.805376,0.805978,0.594
"2727","TRIQK","hurdle",2.05122293784314e-18,-2.670674,-1.704307,0.966367,0.594
"2566","THEM6","hurdle",1.78798391932841e-09,-2.525485,-1.709931,0.815554,0.594
"2284","SGK3","hurdle",3.27670776989253e-10,-2.744673,-1.830288,0.914385,0.594
"2126","RMND5B","hurdle",6.71548289329416e-06,-2.684693,-1.833412,0.851281,0.594
"2085","RARS","hurdle",1.78645723633186e-09,-2.119676,-1.499807,0.619869,0.594
"2045","RAB24","hurdle",2.36548162544535e-25,-2.194188,-1.305378,0.88881,0.594
"1978","PRRC1","hurdle",7.82419271577302e-09,-2.381587,-1.685957,0.69563,0.594
"1789","PAXIP1-AS1","hurdle",9.08145304392625e-14,-2.881089,-1.877933,1.003156,0.594
"1460","MICU2","hurdle",6.45251102897893e-07,-2.007531,-1.321076,0.686455,0.594
"1288","KIF3B","hurdle",1.42924455493435e-06,-2.49918,-1.766265,0.732915,0.594
"1173","HSD17B8","hurdle",1.82613172041429e-09,-2.731108,-1.833432,0.897676,0.594
"863","EXOC7","hurdle",1.7067779699421e-16,-1.87062,-1.294944,0.575676,0.594
"704","DLD","hurdle",3.86551695852582e-10,-2.024268,-1.457039,0.567229,0.594
"673","DCUN1D5","hurdle",4.4882693392644e-09,-2.182489,-1.531536,0.650953,0.594
"249","BEX4","hurdle",1.72823364274172e-06,-1.807079,-1.223028,0.584051,0.594
"203","ATP8B1","hurdle",4.90496211700226e-08,-2.432855,-1.639387,0.793468,0.594
"102","ANK3","hurdle",5.40653190271103e-16,-2.752022,-1.757362,0.99466,0.594
"2786","UBQLN1","hurdle",1.07169168959213e-06,-2.020409,-1.498343,0.522066,0.593
"2666","TMEM69","hurdle",3.57069994748692e-07,-2.559104,-1.800622,0.758482,0.593
"2634","TMEM199","hurdle",1.6582031488415e-11,-2.650951,-1.863143,0.787808,0.593
"2614","TMEM132A","hurdle",6.71605663700845e-14,-2.992295,-1.941825,1.05047,0.593
"2589","TLE3","hurdle",4.83577575291913e-12,-2.297165,-1.621667,0.675498,0.593
"2462","ST14","hurdle",2.50359916917356e-20,-2.980466,-1.875098,1.105368,0.593
"2395","SNF8","hurdle",2.37120257093214e-13,-1.929234,-1.326096,0.603138,0.593
"2192","RPUSD3","hurdle",3.03551167551519e-08,-2.511658,-1.732503,0.779155,0.593
"2066","RABIF","hurdle",4.52654181064451e-17,-2.419148,-1.683672,0.735476,0.593
"1994","PSME3","hurdle",9.98734198022897e-06,-2.302231,-1.636484,0.665747,0.593
